white_king,d_pawn,e_pawn,black_king,side_to_move
f1,d5,e3,e4,B
g1,d5,e3,e4,B
h1,d5,e3,e4,B
a2,d5,e3,e4,B
b2,d5,e3,e4,B
c2,d5,e3,e4,B
d2,d5,e3,e4,B
e2,d5,e3,e4,B
f2,d5,e3,e4,B
g2,d5,e3,e4,B
h2,d5,e3,e4,B
a3,d5,e3,e4,B
b3,d5,e3,e4,B
c3,d5,e3,e4,B
h3,d5,e3,e4,B
a4,d5,e3,e4,B
b4,d5,e3,e4,B
h4,d5,e3,e4,B
a5,d5,e3,e4,B
b5,d5,e3,e4,B
h5,d5,e3,e4,B
a6,d5,e3,e4,B
b6,d5,e3,e4,B
h6,d5,e3,e4,B
a7,d5,e3,e4,B
b7,d5,e3,e4,B
c7,d5,e3,e4,B
d7,d5,e3,e4,B
e7,d5,e3,e4,B
f7,d5,e3,e4,B
g7,d5,e3,e4,B
h7,d5,e3,e4,B
a8,d5,e3,e4,B
b8,d5,e3,e4,B
c8,d5,e3,e4,B
d8,d5,e3,e4,B
e8,d5,e3,e4,B
f8,d5,e3,e4,B
g8,d5,e3,e4,B
h8,d5,e3,e4,B
a1,d5,e3,c5,B
b1,d5,e3,c5,B
c1,d5,e3,c5,B
d1,d5,e3,c5,B
e1,d5,e3,c5,B
f1,d5,e3,c5,B
g1,d5,e3,c5,B
h1,d5,e3,c5,B
a2,d5,e3,c5,B
b2,d5,e3,c5,B
c2,d5,e3,c5,B
d2,d5,e3,c5,B
e2,d5,e3,c5,B
f2,d5,e3,c5,B
g2,d5,e3,c5,B
h2,d5,e3,c5,B
a3,d5,e3,c5,B
b3,d5,e3,c5,B
c3,d5,e3,c5,B
d3,d5,e3,c5,B
h3,d5,e3,c5,B
a4,d5,e3,c5,B
h4,d5,e3,c5,B
a5,d5,e3,c5,B
h5,d5,e3,c5,B
a6,d5,e3,c5,B
h6,d5,e3,c5,B
a7,d5,e3,c5,B
b7,d5,e3,c5,B
c7,d5,e3,c5,B
d7,d5,e3,c5,B
e7,d5,e3,c5,B
f7,d5,e3,c5,B
g7,d5,e3,c5,B
h7,d5,e3,c5,B
a8,d5,e3,c5,B
b8,d5,e3,c5,B
c8,d5,e3,c5,B
d8,d5,e3,c5,B
e8,d5,e3,c5,B
f8,d5,e3,c5,B
g8,d5,e3,c5,B
h8,d5,e3,c5,B
a1,d5,e3,e5,B
b1,d5,e3,e5,B
c1,d5,e3,e5,B
d1,d5,e3,e5,B
e1,d5,e3,e5,B
f1,d5,e3,e5,B
g1,d5,e3,e5,B
h1,d5,e3,e5,B
a2,d5,e3,e5,B
b2,d5,e3,e5,B
c2,d5,e3,e5,B
d2,d5,e3,e5,B
e2,d5,e3,e5,B
f2,d5,e3,e5,B
g2,d5,e3,e5,B
h2,d5,e3,e5,B
a3,d5,e3,e5,B
b3,d5,e3,e5,B
c3,d5,e3,e5,B
d3,d5,e3,e5,B
h3,d5,e3,e5,B
a4,d5,e3,e5,B
b4,d5,e3,e5,B
h4,d5,e3,e5,B
a5,d5,e3,e5,B
b5,d5,e3,e5,B
h5,d5,e3,e5,B
a6,d5,e3,e5,B
b6,d5,e3,e5,B
h6,d5,e3,e5,B
a7,d5,e3,e5,B
b7,d5,e3,e5,B
c7,d5,e3,e5,B
d7,d5,e3,e5,B
e7,d5,e3,e5,B
f7,d5,e3,e5,B
g7,d5,e3,e5,B
h7,d5,e3,e5,B
a8,d5,e3,e5,B
b8,d5,e3,e5,B
c8,d5,e3,e5,B
d8,d5,e3,e5,B
e8,d5,e3,e5,B
f8,d5,e3,e5,B
g8,d5,e3,e5,B
h8,d5,e3,e5,B
a1,d5,e3,c6,B
b1,d5,e3,c6,B
c1,d5,e3,c6,B
d1,d5,e3,c6,B
e1,d5,e3,c6,B
f1,d5,e3,c6,B
g1,d5,e3,c6,B
h1,d5,e3,c6,B
a2,d5,e3,c6,B
b2,d5,e3,c6,B
c2,d5,e3,c6,B
d2,d5,e3,c6,B
e2,d5,e3,c6,B
f2,d5,e3,c6,B
g2,d5,e3,c6,B
h2,d5,e3,c6,B
a3,d5,e3,c6,B
b3,d5,e3,c6,B
c3,d5,e3,c6,B
d3,d5,e3,c6,B
h3,d5,e3,c6,B
a4,d5,e3,c6,B
b4,d5,e3,c6,B
h4,d5,e3,c6,B
a5,d5,e3,c6,B
h5,d5,e3,c6,B
a6,d5,e3,c6,B
h6,d5,e3,c6,B
a7,d5,e3,c6,B
e7,d5,e3,c6,B
f7,d5,e3,c6,B
g7,d5,e3,c6,B
h7,d5,e3,c6,B
a8,d5,e3,c6,B
b8,d5,e3,c6,B
c8,d5,e3,c6,B
d8,d5,e3,c6,B
e8,d5,e3,c6,B
f8,d5,e3,c6,B
g8,d5,e3,c6,B
h8,d5,e3,c6,B
a1,d5,e3,d6,B
b1,d5,e3,d6,B
c1,d5,e3,d6,B
d1,d5,e3,d6,B
e1,d5,e3,d6,B
f1,d5,e3,d6,B
g1,d5,e3,d6,B
h1,d5,e3,d6,B
a2,d5,e3,d6,B
b2,d5,e3,d6,B
c2,d5,e3,d6,B
d2,d5,e3,d6,B
e2,d5,e3,d6,B
f2,d5,e3,d6,B
g2,d5,e3,d6,B
h2,d5,e3,d6,B
a3,d5,e3,d6,B
b3,d5,e3,d6,B
c3,d5,e3,d6,B
d3,d5,e3,d6,B
h3,d5,e3,d6,B
a4,d5,e3,d6,B
b4,d5,e3,d6,B
h4,d5,e3,d6,B
a5,d5,e3,d6,B
b5,d5,e3,d6,B
h5,d5,e3,d6,B
a6,d5,e3,d6,B
b6,d5,e3,d6,B
h6,d5,e3,d6,B
a7,d5,e3,d6,B
b7,d5,e3,d6,B
f7,d5,e3,d6,B
g7,d5,e3,d6,B
h7,d5,e3,d6,B
a8,d5,e3,d6,B
b8,d5,e3,d6,B
c8,d5,e3,d6,B
d8,d5,e3,d6,B
e8,d5,e3,d6,B
f8,d5,e3,d6,B
g8,d5,e3,d6,B
h8,d5,e3,d6,B
a1,d5,e3,e6,B
b1,d5,e3,e6,B
c1,d5,e3,e6,B
d1,d5,e3,e6,B
e1,d5,e3,e6,B
f1,d5,e3,e6,B
g1,d5,e3,e6,B
h1,d5,e3,e6,B
a2,d5,e3,e6,B
b2,d5,e3,e6,B
c2,d5,e3,e6,B
d2,d5,e3,e6,B
e2,d5,e3,e6,B
f2,d5,e3,e6,B
g2,d5,e3,e6,B
h2,d5,e3,e6,B
a3,d5,e3,e6,B
b3,d5,e3,e6,B
c3,d5,e3,e6,B
d3,d5,e3,e6,B
h3,d5,e3,e6,B
a4,d5,e3,e6,B
b4,d5,e3,e6,B
h4,d5,e3,e6,B
a5,d5,e3,e6,B
b5,d5,e3,e6,B
h5,d5,e3,e6,B
a6,d5,e3,e6,B
b6,d5,e3,e6,B
h6,d5,e3,e6,B
a7,d5,e3,e6,B
b7,d5,e3,e6,B
c7,d5,e3,e6,B
g7,d5,e3,e6,B
h7,d5,e3,e6,B
a8,d5,e3,e6,B
b8,d5,e3,e6,B
c8,d5,e3,e6,B
d8,d5,e3,e6,B
e8,d5,e3,e6,B
f8,d5,e3,e6,B
g8,d5,e3,e6,B
h8,d5,e3,e6,B
a1,d5,e5,c4,B
b1,d5,e5,c4,B
c1,d5,e5,c4,B
d1,d5,e5,c4,B
e1,d5,e5,c4,B
f1,d5,e5,c4,B
g1,d5,e5,c4,B
h1,d5,e5,c4,B
a2,d5,e5,c4,B
b2,d5,e5,c4,B
c2,d5,e5,c4,B
d2,d5,e5,c4,B
e2,d5,e5,c4,B
f2,d5,e5,c4,B
g2,d5,e5,c4,B
h2,d5,e5,c4,B
a3,d5,e5,c4,B
e3,d5,e5,c4,B
f3,d5,e5,c4,B
g3,d5,e5,c4,B
h3,d5,e5,c4,B
a4,d5,e5,c4,B
h4,d5,e5,c4,B
a5,d5,e5,c4,B
h5,d5,e5,c4,B
a6,d5,e5,c4,B
b6,d5,e5,c4,B
h6,d5,e5,c4,B
a7,d5,e5,c4,B
b7,d5,e5,c4,B
c7,d5,e5,c4,B
h7,d5,e5,c4,B
a8,d5,e5,c4,B
b8,d5,e5,c4,B
c8,d5,e5,c4,B
d8,d5,e5,c4,B
e8,d5,e5,c4,B
f8,d5,e5,c4,B
g8,d5,e5,c4,B
h8,d5,e5,c4,B
a1,d5,e5,d4,B
b1,d5,e5,d4,B
c1,d5,e5,d4,B
d1,d5,e5,d4,B
e1,d5,e5,d4,B
f1,d5,e5,d4,B
g1,d5,e5,d4,B
h1,d5,e5,d4,B
a2,d5,e5,d4,B
b2,d5,e5,d4,B
c2,d5,e5,d4,B
d2,d5,e5,d4,B
e2,d5,e5,d4,B
f2,d5,e5,d4,B
g2,d5,e5,d4,B
h2,d5,e5,d4,B
a3,d5,e5,d4,B
b3,d5,e5,d4,B
f3,d5,e5,d4,B
g3,d5,e5,d4,B
h3,d5,e5,d4,B
a4,d5,e5,d4,B
b4,d5,e5,d4,B
g4,d5,e5,d4,B
h4,d5,e5,d4,B
a5,d5,e5,d4,B
b5,d5,e5,d4,B
g5,d5,e5,d4,B
h5,d5,e5,d4,B
a6,d5,e5,d4,B
b6,d5,e5,d4,B
g6,d5,e5,d4,B
h6,d5,e5,d4,B
a7,d5,e5,d4,B
b7,d5,e5,d4,B
c7,d5,e5,d4,B
f7,d5,e5,d4,B
g7,d5,e5,d4,B
h7,d5,e5,d4,B
a8,d5,e5,d4,B
b8,d5,e5,d4,B
c8,d5,e5,d4,B
d8,d5,e5,d4,B
e8,d5,e5,d4,B
f8,d5,e5,d4,B
g8,d5,e5,d4,B
h8,d5,e5,d4,B
a1,d5,e5,e4,B
b1,d5,e5,e4,B
c1,d5,e5,e4,B
d1,d5,e5,e4,B
e1,d5,e5,e4,B
f1,d5,e5,e4,B
g1,d5,e5,e4,B
h1,d5,e5,e4,B
a2,d5,e5,e4,B
b2,d5,e5,e4,B
c2,d5,e5,e4,B
d2,d5,e5,e4,B
e2,d5,e5,e4,B
f2,d5,e5,e4,B
g2,d5,e5,e4,B
h2,d5,e5,e4,B
a3,d5,e5,e4,B
b3,d5,e5,e4,B
c3,d5,e5,e4,B
g3,d5,e5,e4,B
h3,d5,e5,e4,B
a4,d5,e5,e4,B
b4,d5,e5,e4,B
g4,d5,e5,e4,B
h4,d5,e5,e4,B
a5,d5,e5,e4,B
b5,d5,e5,e4,B
g5,d5,e5,e4,B
h5,d5,e5,e4,B
a6,d5,e5,e4,B
b6,d5,e5,e4,B
g6,d5,e5,e4,B
h6,d5,e5,e4,B
a7,d5,e5,e4,B
b7,d5,e5,e4,B
c7,d5,e5,e4,B
f7,d5,e5,e4,B
g7,d5,e5,e4,B
h7,d5,e5,e4,B
a8,d5,e5,e4,B
b8,d5,e5,e4,B
c8,d5,e5,e4,B
d8,d5,e5,e4,B
e8,d5,e5,e4,B
f8,d5,e5,e4,B
g8,d5,e5,e4,B
h8,d5,e5,e4,B
a1,d5,e5,f4,B
b1,d5,e5,f4,B
c1,d5,e5,f4,B
d1,d5,e5,f4,B
e1,d5,e5,f4,B
f1,d5,e5,f4,B
g1,d5,e5,f4,B
h1,d5,e5,f4,B
a2,d5,e5,f4,B
b2,d5,e5,f4,B
c2,d5,e5,f4,B
d2,d5,e5,f4,B
e2,d5,e5,f4,B
f2,d5,e5,f4,B
g2,d5,e5,f4,B
h2,d5,e5,f4,B
a3,d5,e5,f4,B
b3,d5,e5,f4,B
c3,d5,e5,f4,B
d3,d5,e5,f4,B
h3,d5,e5,f4,B
a4,d5,e5,f4,B
h4,d5,e5,f4,B
a5,d5,e5,f4,B
h5,d5,e5,f4,B
a6,d5,e5,f4,B
g6,d5,e5,f4,B
h6,d5,e5,f4,B
a7,d5,e5,f4,B
f7,d5,e5,f4,B
g7,d5,e5,f4,B
h7,d5,e5,f4,B
a8,d5,e5,f4,B
b8,d5,e5,f4,B
c8,d5,e5,f4,B
d8,d5,e5,f4,B
e8,d5,e5,f4,B
f8,d5,e5,f4,B
g8,d5,e5,f4,B
h8,d5,e5,f4,B
a1,d5,e5,c5,B
b1,d5,e5,c5,B
c1,d5,e5,c5,B
d1,d5,e5,c5,B
e1,d5,e5,c5,B
f1,d5,e5,c5,B
g1,d5,e5,c5,B
h1,d5,e5,c5,B
a2,d5,e5,c5,B
b2,d5,e5,c5,B
c2,d5,e5,c5,B
d2,d5,e5,c5,B
e2,d5,e5,c5,B
f2,d5,e5,c5,B
g2,d5,e5,c5,B
h2,d5,e5,c5,B
a3,d5,e5,c5,B
b3,d5,e5,c5,B
c3,d5,e5,c5,B
d3,d5,e5,c5,B
e3,d5,e5,c5,B
f3,d5,e5,c5,B
g3,d5,e5,c5,B
h3,d5,e5,c5,B
a4,d5,e5,c5,B
h4,d5,e5,c5,B
a5,d5,e5,c5,B
h5,d5,e5,c5,B
a6,d5,e5,c5,B
h6,d5,e5,c5,B
a7,d5,e5,c5,B
b7,d5,e5,c5,B
c7,d5,e5,c5,B
h7,d5,e5,c5,B
a8,d5,e5,c5,B
b8,d5,e5,c5,B
c8,d5,e5,c5,B
d8,d5,e5,c5,B
e8,d5,e5,c5,B
f8,d5,e5,c5,B
g8,d5,e5,c5,B
h8,d5,e5,c5,B
a1,d5,e5,f5,B
b1,d5,e5,f5,B
c1,d5,e5,f5,B
d1,d5,e5,f5,B
e1,d5,e5,f5,B
f1,d5,e5,f5,B
g1,d5,e5,f5,B
h1,d5,e5,f5,B
a2,d5,e5,f5,B
b2,d5,e5,f5,B
c2,d5,e5,f5,B
d2,d5,e5,f5,B
e2,d5,e5,f5,B
f2,d5,e5,f5,B
g2,d5,e5,f5,B
h2,d5,e5,f5,B
a3,d5,e5,f5,B
b3,d5,e5,f5,B
c3,d5,e5,f5,B
d3,d5,e5,f5,B
e3,d5,e5,f5,B
f3,d5,e5,f5,B
g3,d5,e5,f5,B
h3,d5,e5,f5,B
a4,d5,e5,f5,B
h4,d5,e5,f5,B
a5,d5,e5,f5,B
h5,d5,e5,f5,B
a6,d5,e5,f5,B
h6,d5,e5,f5,B
a7,d5,e5,f5,B
f7,d5,e5,f5,B
g7,d5,e5,f5,B
h7,d5,e5,f5,B
a8,d5,e5,f5,B
b8,d5,e5,f5,B
c8,d5,e5,f5,B
d8,d5,e5,f5,B
e8,d5,e5,f5,B
f8,d5,e5,f5,B
g8,d5,e5,f5,B
h8,d5,e5,f5,B
a1,d5,e5,c6,B
b1,d5,e5,c6,B
c1,d5,e5,c6,B
d1,d5,e5,c6,B
e1,d5,e5,c6,B
f1,d5,e5,c6,B
g1,d5,e5,c6,B
h1,d5,e5,c6,B
a2,d5,e5,c6,B
b2,d5,e5,c6,B
c2,d5,e5,c6,B
d2,d5,e5,c6,B
e2,d5,e5,c6,B
f2,d5,e5,c6,B
g2,d5,e5,c6,B
h2,d5,e5,c6,B
a3,d5,e5,c6,B
b3,d5,e5,c6,B
c3,d5,e5,c6,B
d3,d5,e5,c6,B
e3,d5,e5,c6,B
f3,d5,e5,c6,B
g3,d5,e5,c6,B
h3,d5,e5,c6,B
a4,d5,e5,c6,B
b4,d5,e5,c6,B
h4,d5,e5,c6,B
a5,d5,e5,c6,B
h5,d5,e5,c6,B
a6,d5,e5,c6,B
h6,d5,e5,c6,B
a7,d5,e5,c6,B
h7,d5,e5,c6,B
a8,d5,e5,c6,B
b8,d5,e5,c6,B
c8,d5,e5,c6,B
d8,d5,e5,c6,B
e8,d5,e5,c6,B
f8,d5,e5,c6,B
g8,d5,e5,c6,B
h8,d5,e5,c6,B
a1,d5,e5,d6,B
b1,d5,e5,d6,B
c1,d5,e5,d6,B
d1,d5,e5,d6,B
e1,d5,e5,d6,B
f1,d5,e5,d6,B
g1,d5,e5,d6,B
h1,d5,e5,d6,B
a2,d5,e5,d6,B
b2,d5,e5,d6,B
c2,d5,e5,d6,B
d2,d5,e5,d6,B
e2,d5,e5,d6,B
f2,d5,e5,d6,B
g2,d5,e5,d6,B
h2,d5,e5,d6,B
a3,d5,e5,d6,B
b3,d5,e5,d6,B
c3,d5,e5,d6,B
d3,d5,e5,d6,B
e3,d5,e5,d6,B
f3,d5,e5,d6,B
g3,d5,e5,d6,B
h3,d5,e5,d6,B
a4,d5,e5,d6,B
b4,d5,e5,d6,B
g4,d5,e5,d6,B
h4,d5,e5,d6,B
a5,d5,e5,d6,B
b5,d5,e5,d6,B
g5,d5,e5,d6,B
h5,d5,e5,d6,B
a6,d5,e5,d6,B
b6,d5,e5,d6,B
g6,d5,e5,d6,B
h6,d5,e5,d6,B
a7,d5,e5,d6,B
b7,d5,e5,d6,B
f7,d5,e5,d6,B
g7,d5,e5,d6,B
h7,d5,e5,d6,B
a8,d5,e5,d6,B
b8,d5,e5,d6,B
c8,d5,e5,d6,B
d8,d5,e5,d6,B
e8,d5,e5,d6,B
f8,d5,e5,d6,B
g8,d5,e5,d6,B
h8,d5,e5,d6,B
a1,d5,e5,e6,B
b1,d5,e5,e6,B
c1,d5,e5,e6,B
d1,d5,e5,e6,B
e1,d5,e5,e6,B
f1,d5,e5,e6,B
g1,d5,e5,e6,B
h1,d5,e5,e6,B
a2,d5,e5,e6,B
b2,d5,e5,e6,B
c2,d5,e5,e6,B
d2,d5,e5,e6,B
e2,d5,e5,e6,B
f2,d5,e5,e6,B
g2,d5,e5,e6,B
h2,d5,e5,e6,B
a3,d5,e5,e6,B
b3,d5,e5,e6,B
c3,d5,e5,e6,B
d3,d5,e5,e6,B
e3,d5,e5,e6,B
f3,d5,e5,e6,B
g3,d5,e5,e6,B
h3,d5,e5,e6,B
a4,d5,e5,e6,B
b4,d5,e5,e6,B
g4,d5,e5,e6,B
h4,d5,e5,e6,B
a5,d5,e5,e6,B
b5,d5,e5,e6,B
g5,d5,e5,e6,B
h5,d5,e5,e6,B
a6,d5,e5,e6,B
b6,d5,e5,e6,B
g6,d5,e5,e6,B
h6,d5,e5,e6,B
a7,d5,e5,e6,B
b7,d5,e5,e6,B
c7,d5,e5,e6,B
g7,d5,e5,e6,B
h7,d5,e5,e6,B
a8,d5,e5,e6,B
b8,d5,e5,e6,B
c8,d5,e5,e6,B
d8,d5,e5,e6,B
e8,d5,e5,e6,B
f8,d5,e5,e6,B
g8,d5,e5,e6,B
h8,d5,e5,e6,B
a1,d5,e5,f6,B
b1,d5,e5,f6,B
c1,d5,e5,f6,B
d1,d5,e5,f6,B
e1,d5,e5,f6,B
f1,d5,e5,f6,B
g1,d5,e5,f6,B
h1,d5,e5,f6,B
a2,d5,e5,f6,B
b2,d5,e5,f6,B
c2,d5,e5,f6,B
d2,d5,e5,f6,B
e2,d5,e5,f6,B
f2,d5,e5,f6,B
g2,d5,e5,f6,B
h2,d5,e5,f6,B
a3,d5,e5,f6,B
b3,d5,e5,f6,B
c3,d5,e5,f6,B
d3,d5,e5,f6,B
e3,d5,e5,f6,B
f3,d5,e5,f6,B
g3,d5,e5,f6,B
h3,d5,e5,f6,B
a4,d5,e5,f6,B
g4,d5,e5,f6,B
h4,d5,e5,f6,B
a5,d5,e5,f6,B
h5,d5,e5,f6,B
a6,d5,e5,f6,B
h6,d5,e5,f6,B
a7,d5,e5,f6,B
h7,d5,e5,f6,B
a8,d5,e5,f6,B
b8,d5,e5,f6,B
c8,d5,e5,f6,B
d8,d5,e5,f6,B
e8,d5,e5,f6,B
f8,d5,e5,f6,B
g8,d5,e5,f6,B
h8,d5,e5,f6,B
a1,d5,e7,d6,B
b1,d5,e7,d6,B
c1,d5,e7,d6,B
d1,d5,e7,d6,B
e1,d5,e7,d6,B
f1,d5,e7,d6,B
g1,d5,e7,d6,B
h1,d5,e7,d6,B
a2,d5,e7,d6,B
b2,d5,e7,d6,B
c2,d5,e7,d6,B
d2,d5,e7,d6,B
e2,d5,e7,d6,B
f2,d5,e7,d6,B
g2,d5,e7,d6,B
h2,d5,e7,d6,B
a3,d5,e7,d6,B
b3,d5,e7,d6,B
c3,d5,e7,d6,B
d3,d5,e7,d6,B
e3,d5,e7,d6,B
f3,d5,e7,d6,B
g3,d5,e7,d6,B
h3,d5,e7,d6,B
a4,d5,e7,d6,B
b4,d5,e7,d6,B
c4,d5,e7,d6,B
d4,d5,e7,d6,B
e4,d5,e7,d6,B
f4,d5,e7,d6,B
g4,d5,e7,d6,B
h4,d5,e7,d6,B
a5,d5,e7,d6,B
f5,d5,e7,d6,B
g5,d5,e7,d6,B
h5,d5,e7,d6,B
a6,d5,e7,d6,B
g6,d5,e7,d6,B
h6,d5,e7,d6,B
a7,d5,e7,d6,B
g7,d5,e7,d6,B
h7,d5,e7,d6,B
a8,d5,e7,d6,B
g8,d5,e7,d6,B
h8,d5,e7,d6,B
a1,d5,e7,e6,B
b1,d5,e7,e6,B
c1,d5,e7,e6,B
d1,d5,e7,e6,B
e1,d5,e7,e6,B
f1,d5,e7,e6,B
g1,d5,e7,e6,B
h1,d5,e7,e6,B
a2,d5,e7,e6,B
b2,d5,e7,e6,B
c2,d5,e7,e6,B
d2,d5,e7,e6,B
e2,d5,e7,e6,B
f2,d5,e7,e6,B
g2,d5,e7,e6,B
h2,d5,e7,e6,B
a3,d5,e7,e6,B
b3,d5,e7,e6,B
c3,d5,e7,e6,B
d3,d5,e7,e6,B
e3,d5,e7,e6,B
f3,d5,e7,e6,B
g3,d5,e7,e6,B
h3,d5,e7,e6,B
a4,d5,e7,e6,B
b4,d5,e7,e6,B
c4,d5,e7,e6,B
d4,d5,e7,e6,B
e4,d5,e7,e6,B
f4,d5,e7,e6,B
g4,d5,e7,e6,B
h4,d5,e7,e6,B
a5,d5,e7,e6,B
g5,d5,e7,e6,B
h5,d5,e7,e6,B
a6,d5,e7,e6,B
g6,d5,e7,e6,B
h6,d5,e7,e6,B
a7,d5,e7,e6,B
g7,d5,e7,e6,B
h7,d5,e7,e6,B
a8,d5,e7,e6,B
g8,d5,e7,e6,B
h8,d5,e7,e6,B
a1,d5,e7,f6,B
b1,d5,e7,f6,B
c1,d5,e7,f6,B
d1,d5,e7,f6,B
e1,d5,e7,f6,B
f1,d5,e7,f6,B
g1,d5,e7,f6,B
h1,d5,e7,f6,B
a2,d5,e7,f6,B
b2,d5,e7,f6,B
c2,d5,e7,f6,B
d2,d5,e7,f6,B
e2,d5,e7,f6,B
f2,d5,e7,f6,B
g2,d5,e7,f6,B
h2,d5,e7,f6,B
a3,d5,e7,f6,B
b3,d5,e7,f6,B
c3,d5,e7,f6,B
d3,d5,e7,f6,B
e3,d5,e7,f6,B
f3,d5,e7,f6,B
g3,d5,e7,f6,B
h3,d5,e7,f6,B
a4,d5,e7,f6,B
b4,d5,e7,f6,B
c4,d5,e7,f6,B
d4,d5,e7,f6,B
e4,d5,e7,f6,B
f4,d5,e7,f6,B
g4,d5,e7,f6,B
h4,d5,e7,f6,B
a5,d5,e7,f6,B
h5,d5,e7,f6,B
a6,d5,e7,f6,B
h6,d5,e7,f6,B
a7,d5,e7,f6,B
h7,d5,e7,f6,B
a8,d5,e7,f6,B
g8,d5,e7,f6,B
h8,d5,e7,f6,B
a1,d5,e7,d7,B
b1,d5,e7,d7,B
c1,d5,e7,d7,B
d1,d5,e7,d7,B
e1,d5,e7,d7,B
f1,d5,e7,d7,B
g1,d5,e7,d7,B
h1,d5,e7,d7,B
a2,d5,e7,d7,B
b2,d5,e7,d7,B
c2,d5,e7,d7,B
d2,d5,e7,d7,B
e2,d5,e7,d7,B
f2,d5,e7,d7,B
g2,d5,e7,d7,B
h2,d5,e7,d7,B
a3,d5,e7,d7,B
b3,d5,e7,d7,B
c3,d5,e7,d7,B
d3,d5,e7,d7,B
e3,d5,e7,d7,B
f3,d5,e7,d7,B
g3,d5,e7,d7,B
h3,d5,e7,d7,B
a4,d5,e7,d7,B
b4,d5,e7,d7,B
c4,d5,e7,d7,B
d4,d5,e7,d7,B
e4,d5,e7,d7,B
f4,d5,e7,d7,B
g4,d5,e7,d7,B
h4,d5,e7,d7,B
a5,d5,e7,d7,B
e5,d5,e7,d7,B
f5,d5,e7,d7,B
g5,d5,e7,d7,B
h5,d5,e7,d7,B
a6,d5,e7,d7,B
g6,d5,e7,d7,B
h6,d5,e7,d7,B
a7,d5,e7,d7,B
g7,d5,e7,d7,B
h7,d5,e7,d7,B
a8,d5,e7,d7,B
g8,d5,e7,d7,B
h8,d5,e7,d7,B
a1,d5,e7,f7,B
b1,d5,e7,f7,B
c1,d5,e7,f7,B
d1,d5,e7,f7,B
e1,d5,e7,f7,B
f1,d5,e7,f7,B
g1,d5,e7,f7,B
h1,d5,e7,f7,B
a2,d5,e7,f7,B
b2,d5,e7,f7,B
c2,d5,e7,f7,B
d2,d5,e7,f7,B
e2,d5,e7,f7,B
f2,d5,e7,f7,B
g2,d5,e7,f7,B
h2,d5,e7,f7,B
a3,d5,e7,f7,B
b3,d5,e7,f7,B
c3,d5,e7,f7,B
d3,d5,e7,f7,B
e3,d5,e7,f7,B
f3,d5,e7,f7,B
g3,d5,e7,f7,B
h3,d5,e7,f7,B
a4,d5,e7,f7,B
b4,d5,e7,f7,B
c4,d5,e7,f7,B
d4,d5,e7,f7,B
e4,d5,e7,f7,B
f4,d5,e7,f7,B
g4,d5,e7,f7,B
h4,d5,e7,f7,B
a5,d5,e7,f7,B
e5,d5,e7,f7,B
f5,d5,e7,f7,B
g5,d5,e7,f7,B
h5,d5,e7,f7,B
a6,d5,e7,f7,B
h6,d5,e7,f7,B
a7,d5,e7,f7,B
h7,d5,e7,f7,B
a8,d5,e7,f7,B
h8,d5,e7,f7,B
a1,d5,e7,d8,B
b1,d5,e7,d8,B
c1,d5,e7,d8,B
d1,d5,e7,d8,B
e1,d5,e7,d8,B
f1,d5,e7,d8,B
g1,d5,e7,d8,B
h1,d5,e7,d8,B
a2,d5,e7,d8,B
b2,d5,e7,d8,B
c2,d5,e7,d8,B
d2,d5,e7,d8,B
e2,d5,e7,d8,B
f2,d5,e7,d8,B
g2,d5,e7,d8,B
h2,d5,e7,d8,B
a3,d5,e7,d8,B
b3,d5,e7,d8,B
c3,d5,e7,d8,B
d3,d5,e7,d8,B
e3,d5,e7,d8,B
f3,d5,e7,d8,B
g3,d5,e7,d8,B
h3,d5,e7,d8,B
a4,d5,e7,d8,B
b4,d5,e7,d8,B
c4,d5,e7,d8,B
d4,d5,e7,d8,B
e4,d5,e7,d8,B
f4,d5,e7,d8,B
g4,d5,e7,d8,B
h4,d5,e7,d8,B
a5,d5,e7,d8,B
e5,d5,e7,d8,B
f5,d5,e7,d8,B
g5,d5,e7,d8,B
h5,d5,e7,d8,B
a6,d5,e7,d8,B
g6,d5,e7,d8,B
h6,d5,e7,d8,B
a7,d5,e7,d8,B
g7,d5,e7,d8,B
h7,d5,e7,d8,B
a8,d5,e7,d8,B
g8,d5,e7,d8,B
h8,d5,e7,d8,B
a1,d5,e7,e8,B
b1,d5,e7,e8,B
c1,d5,e7,e8,B
d1,d5,e7,e8,B
e1,d5,e7,e8,B
f1,d5,e7,e8,B
g1,d5,e7,e8,B
h1,d5,e7,e8,B
a2,d5,e7,e8,B
b2,d5,e7,e8,B
c2,d5,e7,e8,B
d2,d5,e7,e8,B
e2,d5,e7,e8,B
f2,d5,e7,e8,B
g2,d5,e7,e8,B
h2,d5,e7,e8,B
a3,d5,e7,e8,B
b3,d5,e7,e8,B
c3,d5,e7,e8,B
d3,d5,e7,e8,B
e3,d5,e7,e8,B
f3,d5,e7,e8,B
g3,d5,e7,e8,B
h3,d5,e7,e8,B
a4,d5,e7,e8,B
b4,d5,e7,e8,B
c4,d5,e7,e8,B
d4,d5,e7,e8,B
e4,d5,e7,e8,B
f4,d5,e7,e8,B
g4,d5,e7,e8,B
h4,d5,e7,e8,B
a5,d5,e7,e8,B
e5,d5,e7,e8,B
f5,d5,e7,e8,B
g5,d5,e7,e8,B
h5,d5,e7,e8,B
a6,d5,e7,e8,B
e6,d5,e7,e8,B
